time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-07-06T14:59:40.080Z,34.145,139.138,10,5.3,mwc,127,,,1.07,us,usp0009vxf,2016-11-09T22:55:20.940Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-07-06T14:52:36.880Z,33.955,139.383,10,4.5,mb,35,,,1,us,usp0009vxe,2014-11-07T01:10:32.767Z,"Izu Islands, Japan region",earthquake,,,,12,reviewed,us,us
2000-07-06T14:48:09.740Z,34.01,139.247,10,4.4,mb,20,,,1.58,us,usp0009vxd,2014-11-07T01:10:32.764Z,"near the south coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2000-07-06T14:16:46.600Z,34.226,139.064,10,4.6,ms,48,,,1.27,us,usp0009vx8,2014-11-07T01:10:32.752Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-07-06T14:11:30.730Z,34.023,139.065,10,4,mb,6,,,0.94,us,usp0009vx6,2014-11-07T01:10:32.750Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-06T13:52:31.130Z,35.137,139.255,10,4.4,mb,26,,,0.82,us,usp0009vx4,2014-11-07T01:10:32.744Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-07-06T13:48:55.730Z,34.05,139.269,10,4.9,mb,74,,,0.95,us,usp0009vx3,2014-11-07T01:10:32.737Z,"near the south coast of Honshu, Japan",earthquake,,,,30,reviewed,us,us
2000-07-06T13:38:14.730Z,34.186,139.032,10,4.8,mb,43,,,1.43,us,usp0009vx2,2014-11-07T01:10:32.731Z,"near the south coast of Honshu, Japan",earthquake,,,,19,reviewed,us,us
2000-07-06T13:23:13.480Z,34.021,139.281,10,4.5,mb,19,,,0.87,us,usp0009vx0,2014-11-07T01:10:32.728Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-07-06T13:21:48.890Z,33.801,139.372,10,4.6,mb,15,,,0.96,us,usp0009vwz,2014-11-07T01:10:32.726Z,"Izu Islands, Japan region",earthquake,,,,5,reviewed,us,us
2000-07-06T13:20:02.240Z,34.038,139.211,10,4.6,mb,48,,,0.88,us,usp0009vwy,2014-11-07T01:10:32.721Z,"near the south coast of Honshu, Japan",earthquake,,,,16,reviewed,us,us
2000-07-06T13:09:06.960Z,34.055,139.28,10,4.2,mb,18,,,1.41,us,usp0009vwv,2014-11-07T01:10:32.713Z,"near the south coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2000-07-06T12:59:02.550Z,33.985,139.261,10,4.2,mb,13,,,1.28,us,usp0009vwt,2014-11-07T01:10:32.710Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-07-06T12:54:41.890Z,34.011,139.078,10,4.2,mb,15,,,1.26,us,usp0009vws,2014-11-07T01:10:32.707Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-06T11:51:54.110Z,34.07,139.186,10,4.1,mb,6,,,0.67,us,usp0009vwk,2014-11-07T01:10:32.699Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-06T11:46:13.290Z,33.828,138.522,10,4.2,mb,13,,,1.39,us,usp0009vwh,2014-11-07T01:10:32.696Z,"Izu Islands, Japan region",earthquake,,,,4,reviewed,us,us
2000-07-06T11:38:58.220Z,36.298,70.456,231.7,4.4,mb,23,,,0.84,us,usp0009vwg,2014-11-07T01:10:32.693Z,"Hindu Kush region, Afghanistan",earthquake,,13.7,,1,reviewed,us,us
2000-07-06T11:35:56.230Z,33.777,138.356,10,4.3,mb,8,,,0.88,us,usp0009vwf,2014-11-07T01:10:32.691Z,"Izu Islands, Japan region",earthquake,,,,2,reviewed,us,us
2000-07-06T10:47:54.290Z,34.076,139.298,10,4.4,mb,33,,,1.15,us,usp0009vw7,2014-11-07T01:10:32.671Z,"near the south coast of Honshu, Japan",earthquake,,,,11,reviewed,us,us
2000-07-06T10:13:00.320Z,34.065,139.263,10,4.3,mb,28,,,1.06,us,usp0009vw3,2014-11-07T01:10:32.664Z,"near the south coast of Honshu, Japan",earthquake,,,,9,reviewed,us,us
2000-07-06T08:30:12.280Z,34.043,139.123,10,4.2,mb,6,,,0.71,us,usp0009vvv,2014-11-07T01:10:32.648Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-06T07:45:37.950Z,34.021,139.227,10,4.6,mb,13,,,1.6,us,usp0009vvr,2014-11-07T01:10:32.642Z,"near the south coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2000-07-06T07:44:16.240Z,33.946,139.155,10,4.3,mb,16,,,1.38,us,usp0009vvq,2014-11-07T01:10:32.640Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-07-06T07:35:12.710Z,34.016,139.4,10,4.1,mb,17,,,1.37,us,usp0009vvp,2014-11-07T01:10:32.638Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-07-06T06:27:39.570Z,34.11,139.312,10,5.2,mwc,94,,,0.84,us,usp0009vvg,2016-11-09T22:55:19.870Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-07-06T06:15:28.630Z,53.203,170.368,33,5.5,mwc,388,,,0.81,us,usp0009vvf,2016-11-09T22:55:19.347Z,"Near Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
2000-07-06T04:09:18.340Z,36.356,142.51,50.8,5.4,mwc,130,,,0.77,us,usp0009vv9,2016-11-09T22:55:18.858Z,"off the east coast of Honshu, Japan",earthquake,,6.8,,,reviewed,us,hrv
2000-07-06T04:07:09.580Z,34.302,139.728,10,4.9,mb,95,,,0.99,us,usp0009vv7,2014-11-07T01:10:32.373Z,"near the south coast of Honshu, Japan",earthquake,,,,49,reviewed,us,us
2000-07-06T03:36:16.080Z,35.053,141.55,10,4,mb,9,,,0.7,us,usp0009vv4,2014-11-07T01:10:32.367Z,"near the east coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-06T02:22:29.240Z,34.132,139.302,10,4.6,mb,38,,,1.05,us,usp0009vv0,2014-11-07T01:10:32.357Z,"near the south coast of Honshu, Japan",earthquake,,,,13,reviewed,us,us
2000-07-05T23:20:37.970Z,40.352,25.995,10,4.1,mb,83,,,1.2,us,usp0009vus,2014-11-07T01:10:32.330Z,"Aegean Sea",earthquake,,,,31,reviewed,us,us
2000-07-05T21:59:49.960Z,34.214,79.719,33,4.5,mb,29,,,1.09,us,usp0009vup,2014-11-07T01:10:32.321Z,"Kashmir-Xizang border region",earthquake,,,,13,reviewed,us,us
2000-07-05T20:24:46.210Z,70.749,-13.289,10,4.3,mb,13,,,1.22,us,usp0009vuj,2014-11-07T01:10:32.314Z,"Jan Mayen Island region",earthquake,,,,4,reviewed,us,us
2000-07-05T20:23:28.480Z,34.133,139.058,10,4.2,mb,18,,,0.83,us,usp0009vuh,2014-11-07T01:10:32.312Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-07-05T20:10:11.120Z,34.14,139.388,10,4.8,mb,51,,,1.01,us,usp0009vug,2014-11-07T01:10:32.306Z,"near the south coast of Honshu, Japan",earthquake,,,,26,reviewed,us,us
2000-07-05T19:57:12.480Z,36.282,71.03,152.6,4.3,mb,29,,,0.77,us,usp0009vuf,2014-11-07T01:10:32.303Z,"Hindu Kush region, Afghanistan",earthquake,,,,6,reviewed,us,us
2000-07-05T19:46:19.140Z,34.083,139.367,10,4.4,mb,18,,,1.06,us,usp0009vue,2014-11-07T01:10:32.300Z,"near the south coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2000-07-05T18:50:20.490Z,33.974,79.758,33,4.7,mb,68,,,0.84,us,usp0009vub,2014-11-07T01:10:32.288Z,"Kashmir-Xizang border region",earthquake,,,,40,reviewed,us,us
2000-07-05T18:47:12.740Z,34.198,79.769,33,4,mb,13,,,1.07,us,usp0009vua,2014-11-07T01:10:32.285Z,"Kashmir-Xizang border region",earthquake,,,,3,reviewed,us,us
2000-07-05T17:29:24.290Z,41.91,47.477,33,4.3,mb,53,,,1.14,us,usp0009vu7,2014-11-07T01:10:32.274Z,"Russia-Azerbaijan border region",earthquake,,,,26,reviewed,us,us
2000-07-05T16:04:37.400Z,37.416,72.895,139.1,4.1,mb,16,,,0.96,us,usp0009vu4,2014-11-07T01:10:32.266Z,"Tajikistan",earthquake,,29,,2,reviewed,us,us
2000-07-05T09:26:45.790Z,36.435,-7.917,10,4.5,mb,41,,,0.78,us,usp0009vtq,2014-11-07T01:10:32.201Z,"Strait of Gibraltar",earthquake,,,,3,reviewed,us,us
2000-07-05T08:35:21.810Z,34.176,139.292,10,4,mb,12,,,1.39,us,usp0009vtn,2014-11-07T01:10:32.198Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-05T05:56:34.340Z,34.171,79.85,33,4.6,mb,32,,,1.11,us,usp0009vte,2014-11-07T01:10:32.182Z,"Kashmir-Xizang border region",earthquake,,,,15,reviewed,us,us
2000-07-05T05:39:34.360Z,39.937,76.287,33,4.4,mb,17,,,1.23,us,usp0009vtc,2014-11-07T01:10:32.179Z,"southern Xinjiang, China",earthquake,,,,2,reviewed,us,us
2000-07-05T04:38:34.660Z,33.999,139.134,10,4.3,mb,18,,,1.14,us,usp0009vta,2014-11-07T01:10:32.175Z,"Izu Islands, Japan region",earthquake,,,,4,reviewed,us,us
2000-07-05T03:56:09.860Z,34.103,139.307,10,4.5,mb,54,,,0.89,us,usp0009vt6,2014-11-07T01:10:32.164Z,"near the south coast of Honshu, Japan",earthquake,,,,17,reviewed,us,us
2000-07-05T03:42:02.670Z,34.314,139.392,10,4.8,mb,90,,,1.29,us,usp0009vt4,2014-11-07T01:10:32.151Z,"near the south coast of Honshu, Japan",earthquake,,,,50,reviewed,us,us
2000-07-05T02:21:10.820Z,34.233,139.165,10,5.3,mwc,119,,,1.11,us,usp0009vt1,2016-11-09T22:54:52.784Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-07-05T02:19:12.960Z,34.236,139.18,10,4.6,mb,15,,,1.4,us,usp0009vt0,2014-11-07T01:10:32.127Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-07-05T01:16:49.060Z,34.092,139.22,10,4.6,mb,36,,,0.95,us,usp0009vsu,2014-11-07T01:10:32.108Z,"near the south coast of Honshu, Japan",earthquake,,,,10,reviewed,us,us
2000-07-04T23:16:06.450Z,41.374,141.383,94.9,4.4,mb,49,,,0.8,us,usp0009vsg,2014-11-07T01:10:32.058Z,"Hokkaido, Japan region",earthquake,,8.8,,17,reviewed,us,us
2000-07-04T23:02:48.750Z,43.405,147.544,33,5.4,mwc,166,,,0.79,us,usp0009vsf,2016-11-09T22:54:24.970Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2000-07-04T21:51:02.890Z,34.061,139.32,10,4.7,mb,52,,,1.38,us,usp0009vs8,2014-11-07T01:10:31.901Z,"near the south coast of Honshu, Japan",earthquake,,,,22,reviewed,us,us
2000-07-04T20:16:21.040Z,38.178,142.589,33,4.1,mb,16,,,1.16,us,usp0009vs7,2014-11-07T01:10:31.897Z,"near the east coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2000-07-04T13:17:35.380Z,34.225,139.488,10,4,mb,9,,,1.14,us,usp0009vrt,2014-11-07T01:10:31.841Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-04T07:10:01.950Z,34.092,139.053,10,4.7,mb,53,,,1.16,us,usp0009vrd,2014-11-07T01:10:31.756Z,"near the south coast of Honshu, Japan",earthquake,,,,19,reviewed,us,us
2000-07-04T06:53:51.360Z,34.11,139.159,10,5.4,mwc,201,,,0.83,us,usp0009vrc,2016-11-09T22:54:22.870Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-07-04T06:34:53.350Z,33.826,139.555,10,4,mb,5,,,0.38,us,usp0009vrb,2014-11-07T01:10:31.717Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-07-04T04:45:05.480Z,34.066,139.726,10,4.5,mb,17,,,1.1,us,usp0009vr4,2014-11-07T01:10:31.693Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-07-04T04:43:38.000Z,34.094,139.667,10,4.3,mb,19,,,1.52,us,usp0009vr3,2014-11-07T01:10:31.689Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-07-04T03:24:51.000Z,34.162,139.822,10,4.2,mb,16,,,0.68,us,usp0009vr0,2014-11-07T01:10:31.679Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-07-04T00:04:17.120Z,36.154,70.922,119.8,4.3,mb,44,,,1.02,us,usp0009vqr,2014-11-07T01:10:31.638Z,"Hindu Kush region, Afghanistan",earthquake,,,,23,reviewed,us,us
2000-07-03T21:58:28.740Z,36.156,70.95,33,4.2,mb,12,,,0.99,us,usp0009vqj,2014-11-07T01:10:31.619Z,"Hindu Kush region, Afghanistan",earthquake,,,,6,reviewed,us,us
2000-07-03T18:18:03.110Z,34.109,139.285,10,4.3,mb,28,,,1.06,us,usp0009vq9,2014-11-07T01:10:31.579Z,"near the south coast of Honshu, Japan",earthquake,,,,7,reviewed,us,us
2000-07-03T17:34:16.470Z,34.347,139.312,10,4.5,mb,20,,,1.35,us,usp0009vq8,2014-11-07T01:10:31.574Z,"near the south coast of Honshu, Japan",earthquake,,,,6,reviewed,us,us
2000-07-03T16:15:05.670Z,34.08,139.486,10,4.2,mb,10,,,1.14,us,usp0009vpz,2014-11-07T01:10:31.326Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-07-03T15:26:09.040Z,34.023,139.511,10,4.4,mb,31,,,1.22,us,usp0009vpw,2014-11-07T01:10:31.312Z,"near the south coast of Honshu, Japan",earthquake,,,,9,reviewed,us,us
2000-07-03T14:56:46.160Z,34.1,139.192,10,4,mb,10,,,0.89,us,usp0009vps,2014-11-07T01:10:31.299Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-03T14:55:38.890Z,34.108,139.327,10,4.2,mb,16,,,1.24,us,usp0009vpr,2014-11-07T01:10:31.294Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-07-03T14:53:51.330Z,33.99,139.436,10,4.1,mb,8,,,1.2,us,usp0009vpq,2014-11-07T01:10:31.290Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-07-03T14:48:15.900Z,34.113,139.302,10,4.4,mb,35,,,1.24,us,usp0009vpp,2014-11-07T01:10:31.283Z,"near the south coast of Honshu, Japan",earthquake,,,,9,reviewed,us,us
2000-07-03T14:37:27.620Z,34.054,139.179,10,4.2,mb,12,,,1.36,us,usp0009vpn,2014-11-07T01:10:31.279Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-07-03T14:36:04.530Z,34.027,139.461,10,4.3,mb,10,,,1.26,us,usp0009vpm,2014-11-07T01:10:31.276Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-03T14:28:22.900Z,34.069,139.254,10,4.7,mb,52,,,1.09,us,usp0009vpk,2014-11-07T01:10:31.264Z,"near the south coast of Honshu, Japan",earthquake,,,,19,reviewed,us,us
2000-07-03T14:12:21.580Z,40.675,143.678,33,4,mb,27,,,1.07,us,usp0009vpj,2014-11-07T01:10:31.257Z,"off the east coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-07-03T05:26:00.250Z,34.175,139.299,10,4.3,mb,19,,,1.09,us,usp0009vnw,2014-11-07T01:10:31.041Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-07-03T05:09:34.690Z,34.147,139.79,10,4.4,mb,20,,,0.83,us,usp0009vnv,2014-11-07T01:10:31.035Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-07-03T05:08:16.030Z,35.834,54.733,33,4.1,mb,18,,,0.75,us,usp0009vnu,2014-11-07T01:10:31.031Z,"northern Iran",earthquake,,,,2,reviewed,us,us
2000-07-03T04:43:28.860Z,34.042,139.029,10,4.3,mb,11,,,1.21,us,usp0009vnt,2014-11-07T01:10:31.028Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-07-03T04:36:14.060Z,34.103,139.405,10,4.3,mb,20,,,1.07,us,usp0009vns,2014-11-07T01:10:31.023Z,"near the south coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2000-07-03T03:36:21.770Z,33.966,139.576,10,5,mwc,96,,,1.44,us,usp0009vnk,2016-11-09T22:53:55.089Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2000-07-03T03:15:14.160Z,34.221,139.222,10,4.9,mb,90,,,0.94,us,usp0009vnj,2014-11-07T01:10:30.798Z,"near the south coast of Honshu, Japan",earthquake,,,,37,reviewed,us,us
2000-07-03T03:14:28.720Z,34.036,139.554,10,4.1,mb,15,,,1.32,us,usp0009vnh,2014-11-07T01:10:30.763Z,"near the south coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2000-07-03T03:05:37.700Z,34.428,139.107,10,4,mb,17,,,1.12,us,usp0009vng,2014-11-07T01:10:30.757Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-07-03T02:40:40.080Z,33.843,139.482,10,4,mb,16,,,1.27,us,usp0009vnc,2014-11-07T01:10:30.716Z,"Izu Islands, Japan region",earthquake,,,,2,reviewed,us,us
2000-07-03T02:34:29.820Z,34.061,139.247,10,4.2,mb,15,,,1.46,us,usp0009vnb,2014-11-07T01:10:30.711Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-07-03T02:23:23.050Z,34.175,139.352,10,4.6,mb,41,,,1.16,us,usp0009vna,2014-11-07T01:10:30.700Z,"near the south coast of Honshu, Japan",earthquake,,,,18,reviewed,us,us
2000-07-03T02:14:20.420Z,33.946,139.454,10,4.1,mb,25,,,1.24,us,usp0009vn8,2014-11-07T01:10:30.689Z,"Izu Islands, Japan region",earthquake,,,,3,reviewed,us,us
2000-07-03T02:02:48.950Z,34.132,139.684,10,4.6,mb,50,,,1.13,us,usp0009vn7,2014-11-07T01:10:30.672Z,"near the south coast of Honshu, Japan",earthquake,,,,29,reviewed,us,us
2000-07-03T01:48:31.660Z,34.026,139.101,10,4.1,mb,10,,,1.12,us,usp0009vn6,2014-11-07T01:10:30.668Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-03T01:29:18.680Z,34.081,139.173,10,4.4,mb,20,,,1.13,us,usp0009vn4,2014-11-07T01:10:30.657Z,"near the south coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2000-07-03T01:04:26.370Z,33.939,139.311,10,4.6,mb,36,,,1.49,us,usp0009vn3,2014-11-07T01:10:30.646Z,"Izu Islands, Japan region",earthquake,,,,12,reviewed,us,us
2000-07-03T00:52:56.700Z,34.079,139.302,10,5.2,mwc,138,,,0.95,us,usp0009vn2,2016-11-09T22:53:54.580Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-07-03T00:49:58.160Z,34.07,139.402,10,4.3,mb,20,,,1.13,us,usp0009vn0,2014-11-07T01:10:30.592Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-07-03T00:45:01.120Z,34.04,139.218,10,4.2,mb,21,,,1.39,us,usp0009vmz,2014-11-07T01:10:30.586Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-07-02T22:00:14.030Z,34.127,139.247,10,4.5,mb,16,,,1.27,us,usp0009vmx,2014-11-07T01:10:30.575Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-07-02T21:59:12.030Z,34.158,139.083,10,4.4,mb,14,,,1.24,us,usp0009vmw,2014-11-07T01:10:30.570Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-02T20:09:11.640Z,34.152,139.264,10,4.6,mb,38,,,1.01,us,usp0009vmm,2014-11-07T01:10:30.509Z,"near the south coast of Honshu, Japan",earthquake,,,,12,reviewed,us,us
2000-07-02T20:08:05.370Z,34.3,139.293,10,4.5,mb,21,,,1.19,us,usp0009vmk,2014-11-07T01:10:30.503Z,"near the south coast of Honshu, Japan",earthquake,,,,4,reviewed,us,us
2000-07-02T20:03:34.800Z,34.076,139.226,10,5.7,mwc,273,,,0.77,us,usp0009vmj,2020-01-03T23:57:49.483Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-07-02T19:42:45.990Z,34.244,139.204,10,5.3,mwc,129,,,1.03,us,usp0009vmg,2016-11-09T22:53:24.335Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-07-02T17:20:42.000Z,34.204,139.111,10,4.6,mb,43,,,1.27,us,usp0009vm8,2014-11-07T01:10:30.181Z,"near the south coast of Honshu, Japan",earthquake,,,,22,reviewed,us,us
2000-07-02T11:42:44.550Z,40.931,49.869,33,4.1,mb,17,,,1.32,us,usp0009vkq,2014-11-07T01:10:30.080Z,"Caspian Sea, offshore Azerbaijan",earthquake,,,,5,reviewed,us,us
2000-07-02T10:08:23.670Z,34.045,139.097,10,4.1,mb,16,,,0.89,us,usp0009vkm,2014-11-07T01:10:30.061Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-02T10:03:08.890Z,33.905,139.341,10,4.1,mb,22,,,1.47,us,usp0009vkk,2014-11-07T01:10:30.056Z,"Izu Islands, Japan region",earthquake,,,,7,reviewed,us,us
2000-07-02T08:57:51.370Z,34.014,139.363,10,4.1,mb,11,,,1.43,us,usp0009vke,2014-11-07T01:10:30.029Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-07-02T05:36:24.360Z,36.022,1.372,10,4.3,mb,108,,,0.94,us,usp0009vk8,2014-11-07T01:10:29.972Z,"northern Algeria",earthquake,,,,13,reviewed,us,us
2000-07-02T01:59:32.730Z,34.11,139.316,10,4.7,mb,53,,,1.29,us,usp0009vjz,2014-11-07T01:10:29.843Z,"near the south coast of Honshu, Japan",earthquake,,,,32,reviewed,us,us
2000-07-01T23:28:27.320Z,34.244,139.181,10,4.9,mb,87,,,1.19,us,usp0009vjv,2014-11-07T01:10:29.799Z,"near the south coast of Honshu, Japan",earthquake,,,,51,reviewed,us,us
2000-07-01T22:38:42.900Z,34.129,139.458,10,4,mb,12,,,1.73,us,usp0009vjm,2014-11-07T01:10:29.631Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-01T21:53:27.730Z,34.125,139.253,10,4.6,mb,39,,,0.97,us,usp0009vjf,2014-11-07T01:10:29.558Z,"near the south coast of Honshu, Japan",earthquake,,,,15,reviewed,us,us
2000-07-01T20:33:59.510Z,40.916,73.675,33,4.3,mb,41,,,1.06,us,usp0009vjb,2014-11-07T01:10:29.500Z,"Kyrgyzstan",earthquake,,,,8,reviewed,us,us
2000-07-01T17:48:43.110Z,34.095,139.251,10,4.6,mb,32,,,1.37,us,usp0009vj4,2014-11-07T01:10:29.415Z,"near the south coast of Honshu, Japan",earthquake,,,,10,reviewed,us,us
2000-07-01T17:30:42.700Z,34.271,139.377,10,4.6,mb,31,,,1.62,us,usp0009vj3,2014-11-07T01:10:29.402Z,"near the south coast of Honshu, Japan",earthquake,,,,12,reviewed,us,us
2000-07-01T15:00:20.990Z,34.064,139.267,10,4.3,mb,36,,,1.2,us,usp0009vhy,2014-11-07T01:10:29.366Z,"near the south coast of Honshu, Japan",earthquake,,,,10,reviewed,us,us
2000-07-01T13:52:54.920Z,44.002,147.409,67.7,4.1,mb,24,,,0.85,us,usp0009vhw,2014-11-07T01:10:29.348Z,"Kuril Islands",earthquake,,,,5,reviewed,us,us
2000-07-01T13:39:22.310Z,34.019,139.404,10,4,mb,14,,,1.12,us,usp0009vhu,2014-11-07T01:10:29.338Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-01T11:02:51.920Z,41.836,79.493,33,4.1,mb,11,,,1.18,us,usp0009vhk,2014-11-07T01:10:29.289Z,"Kyrgyzstan",earthquake,,,,4,reviewed,us,us
2000-07-01T09:39:38.530Z,34.134,139.131,10,4.6,mb,64,,,1.15,us,usp0009vhj,2014-11-07T01:10:29.262Z,"near the south coast of Honshu, Japan",earthquake,,,,27,reviewed,us,us
2000-07-01T08:46:27.740Z,33.968,139.3,10,4.2,mb,18,,,1.18,us,usp0009vhh,2014-11-07T01:10:29.254Z,"Izu Islands, Japan region",earthquake,,,,2,reviewed,us,us
2000-07-01T07:53:19.260Z,34.093,139.208,10,4.3,mb,34,,,1.11,us,usp0009vhf,2014-11-07T01:10:29.235Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-07-01T07:11:43.060Z,34.437,139.169,10,4.8,mb,79,,,1.07,us,usp0009vhe,2014-11-07T01:10:29.080Z,"near the south coast of Honshu, Japan",earthquake,,,,32,reviewed,us,us
2000-07-01T07:09:56.190Z,34.143,138.949,10,4.1,mb,8,,,1.04,us,usp0009vhd,2014-11-07T01:10:29.061Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-07-01T07:01:55.580Z,34.221,139.131,10,6.1,mwc,355,,,1.04,us,usp0009vhb,2020-02-06T20:09:44.801Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-07-01T04:52:25.110Z,34.169,139.129,10,4.4,mb,24,,,1.09,us,usp0009vh8,2014-11-07T01:10:28.818Z,"near the south coast of Honshu, Japan",earthquake,,,,7,reviewed,us,us
2000-07-01T04:09:24.670Z,34.207,139.103,10,4.2,mb,18,,,1.75,us,usp0009vh3,2014-11-07T01:10:28.362Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-07-01T03:49:07.570Z,34.257,139.341,10,4.4,mb,34,,,1.19,us,usp0009vh2,2014-11-07T01:10:28.292Z,"near the south coast of Honshu, Japan",earthquake,,,,7,reviewed,us,us
2000-07-01T03:08:36.560Z,34.058,139.162,10,4.4,mb,42,,,1.44,us,usp0009vgz,2014-11-07T01:10:28.206Z,"near the south coast of Honshu, Japan",earthquake,,,,8,reviewed,us,us
2000-07-01T00:10:47.880Z,34.124,139.244,10,4.6,mb,44,,,1.29,us,usp0009vgr,2014-11-07T01:10:27.307Z,"near the south coast of Honshu, Japan",earthquake,,,,22,reviewed,us,us
2000-06-30T23:32:26.660Z,44.269,146.265,72.9,4.9,mb,10,,,0.84,us,usp0009vgq,2014-11-07T01:10:26.358Z,"Kuril Islands",earthquake,,7.8,,1,reviewed,us,us
2000-06-30T20:33:42.010Z,37.399,141.503,42.1,5.4,mwc,216,,,0.9,us,usp0009vgk,2016-11-09T22:52:33.990Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-06-30T19:53:23.660Z,52.491,-178.787,205.6,4.5,mb,72,,,0.93,us,usp0009vgg,2020-02-20T20:18:08.502Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,6.2,,37,reviewed,us,us
2000-06-30T19:11:44.210Z,34.088,139.264,10,4.5,mb,33,,,1.04,us,usp0009vgf,2014-11-07T01:10:26.313Z,"near the south coast of Honshu, Japan",earthquake,,,,18,reviewed,us,us
